amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,outcome
1144,7.04316,card,0,rupay,debit,hdfc,consumer,23,3,0
2431,7.796469,card,0,amex,credit,kotak_mahindra,business,11,2,0
2215,7.703459,emi,0,unknown,unknown,unknown,unknown,2,5,0
2830,7.948385,upi,0,unknown,unknown,unknown,unknown,16,4,0
3231,8.080856,emi,1,unknown,unknown,unknown,unknown,20,5,0
1897,7.548556,netbanking,0,unknown,unknown,unknown,unknown,13,4,0
328,5.796058,card,1,mastercard,debit,yes_bank,consumer,17,5,0
830,6.72263,card,0,visa,debit,yes_bank,consumer,13,3,0
2270,7.727976,netbanking,0,unknown,unknown,unknown,unknown,7,0,0
3974,8.28778,netbanking,0,unknown,unknown,unknown,unknown,22,5,0
7923,8.977651,upi,0,unknown,unknown,unknown,unknown,2,1,0
7317,8.898092,netbanking,0,unknown,unknown,unknown,unknown,20,1,0
7461,8.917579,pay_later,0,unknown,unknown,unknown,unknown,8,0,0
50095,10.821696,upi,0,unknown,unknown,unknown,unknown,1,6,1
13682,9.523909,card,1,rupay,credit,hdfc,consumer,22,6,0
2067,7.634337,card,0,visa,credit,sbi,consumer,13,6,0
100,4.615121,upi,0,unknown,unknown,unknown,unknown,15,4,0
1549,7.34601,card,0,visa,credit,yes_bank,consumer,23,0,1
5385,8.591558,upi,0,unknown,unknown,unknown,unknown,15,3,0
2717,7.907652,pay_later,0,unknown,unknown,unknown,unknown,16,5,0
1877,7.537963,netbanking,0,unknown,unknown,unknown,unknown,8,2,0
1535,7.336937,emi,0,unknown,unknown,unknown,unknown,10,4,0
6003,8.700181,upi,0,unknown,unknown,unknown,unknown,20,4,0
1861,7.529406,upi,0,unknown,unknown,unknown,unknown,10,1,0
1341,7.201916,emi,0,unknown,unknown,unknown,unknown,10,2,0
3886,8.265393,netbanking,0,unknown,unknown,unknown,unknown,20,3,0
5507,8.613957,pay_later,0,unknown,unknown,unknown,unknown,19,2,0
4540,8.420903,card,0,mastercard,debit,sbi,consumer,3,6,0
8291,9.023046,card,0,visa,debit,axis,consumer,11,6,0
243,5.497168,upi,0,unknown,unknown,unknown,unknown,9,1,0
8435,9.040264,card,0,visa,debit,icici,consumer,7,0,0
2259,7.72312,card,0,rupay,debit,indusind,consumer,17,5,0
1489,7.306531,card,0,visa,credit,hdfc,consumer,20,6,0
6349,8.75621,netbanking,0,unknown,unknown,unknown,unknown,19,4,0
8316,9.026057,card,0,mastercard,debit,axis,consumer,8,3,0
2795,7.935945,emi,0,unknown,unknown,unknown,unknown,18,2,0
10733,9.281172,upi,0,unknown,unknown,unknown,unknown,21,6,0
3585,8.184793,card,0,visa,credit,sbi,consumer,23,1,0
1394,7.24065,wallet,0,unknown,unknown,unknown,unknown,12,2,0
704,6.558198,upi,0,unknown,unknown,unknown,unknown,17,3,0
7520,8.925454,upi,0,unknown,unknown,unknown,unknown,12,0,0
4545,8.422003,netbanking,0,unknown,unknown,unknown,unknown,4,3,1
347,5.852202,upi,0,unknown,unknown,unknown,unknown,20,4,0
22096,10.003197,upi,0,unknown,unknown,unknown,unknown,5,5,0
936,6.842683,wallet,0,unknown,unknown,unknown,unknown,17,0,0
6307,8.749574,wallet,0,unknown,unknown,unknown,unknown,6,0,0
17684,9.780472,upi,0,unknown,unknown,unknown,unknown,13,1,0
10685,9.27669,pay_later,0,unknown,unknown,unknown,unknown,13,2,0
3768,8.234565,upi,0,unknown,unknown,unknown,unknown,12,2,0
7352,8.902864,upi,0,unknown,unknown,unknown,unknown,18,1,0
1538,7.338888,upi,0,unknown,unknown,unknown,unknown,14,3,0
4848,8.486528,card,0,visa,debit,rbl,consumer,11,0,0
388,5.963579,netbanking,0,unknown,unknown,unknown,unknown,9,3,0
55028,10.915616,upi,0,unknown,unknown,unknown,unknown,17,5,0
6616,8.797397,pay_later,0,unknown,unknown,unknown,unknown,0,6,0
18691,9.835851,netbanking,0,unknown,unknown,unknown,unknown,18,5,1
6547,8.786915,upi,0,unknown,unknown,unknown,unknown,16,4,0
478,6.171701,card,0,amex,credit,sbi,consumer,20,5,0
4848,8.486528,pay_later,0,unknown,unknown,unknown,unknown,10,2,0
2664,7.887959,card,0,mastercard,credit,axis,consumer,15,1,0
3183,8.065894,upi,0,unknown,unknown,unknown,unknown,8,2,0
18714,9.837081,upi,0,unknown,unknown,unknown,unknown,18,4,0
3759,8.232174,upi,0,unknown,unknown,unknown,unknown,8,0,0
3497,8.159947,card,0,visa,debit,sbi,consumer,18,3,0
3968,8.286269,card,0,rupay,credit,icici,consumer,6,3,0
2988,8.002694,pay_later,0,unknown,unknown,unknown,unknown,23,1,0
2316,7.748029,card,0,mastercard,debit,icici,consumer,10,4,0
6316,8.751,upi,0,unknown,unknown,unknown,unknown,4,2,0
19214,9.863447,card,0,mastercard,debit,yes_bank,consumer,10,6,1
23902,10.081759,upi,1,unknown,unknown,unknown,unknown,2,4,1
312,5.746203,upi,0,unknown,unknown,unknown,unknown,17,3,0
36503,10.505177,wallet,0,unknown,unknown,unknown,unknown,0,2,1
5167,8.550241,card,0,rupay,debit,kotak_mahindra,business,13,2,1
4978,8.512984,upi,0,unknown,unknown,unknown,unknown,10,6,0
5799,8.665613,upi,0,unknown,unknown,unknown,unknown,18,3,0
7755,8.956222,card,0,mastercard,credit,indusind,consumer,0,4,1
1645,7.406103,emi,0,unknown,unknown,unknown,unknown,7,2,0
42477,10.656742,upi,0,unknown,unknown,unknown,unknown,10,0,0
11523,9.352187,upi,0,unknown,unknown,unknown,unknown,18,4,0
3042,8.020599,upi,0,unknown,unknown,unknown,unknown,18,6,0
6272,8.74401,wallet,0,unknown,unknown,unknown,unknown,15,1,0
3545,8.173575,card,0,mastercard,credit,kotak_mahindra,consumer,8,6,0
5388,8.592115,card,0,mastercard,debit,axis,consumer,9,2,0
3118,8.045268,emi,0,unknown,unknown,unknown,unknown,16,5,0
612,6.418365,emi,0,unknown,unknown,unknown,unknown,3,2,0
22033,10.000342,upi,0,unknown,unknown,unknown,unknown,8,2,0
1063,6.969791,card,0,mastercard,credit,hdfc,consumer,16,3,0
1967,7.584773,card,1,mastercard,prepaid,rbl,consumer,4,1,0
8923,9.0965,upi,0,unknown,unknown,unknown,unknown,18,0,0
2452,7.805067,pay_later,0,unknown,unknown,unknown,unknown,3,4,0
5482,8.609408,netbanking,0,unknown,unknown,unknown,unknown,16,5,0
1373,7.225481,netbanking,0,unknown,unknown,unknown,unknown,19,1,0
385,5.955837,emi,0,unknown,unknown,unknown,unknown,13,1,0
3188,8.067463,card,0,mastercard,debit,yes_bank,consumer,21,2,0
4551,8.423322,upi,0,unknown,unknown,unknown,unknown,2,0,0
5962,8.693329,wallet,0,unknown,unknown,unknown,unknown,6,6,0
2710,7.905073,card,0,mastercard,debit,yes_bank,consumer,12,1,0
2104,7.652071,card,0,mastercard,credit,indusind,business,6,6,0
7468,8.918516,netbanking,0,unknown,unknown,unknown,unknown,3,3,1
714,6.572283,netbanking,0,unknown,unknown,unknown,unknown,18,6,0
79496,11.283475,card,0,mastercard,debit,indusind,consumer,11,1,0
2607,7.866339,emi,0,unknown,unknown,unknown,unknown,19,1,0
21618,9.981328,netbanking,0,unknown,unknown,unknown,unknown,9,3,1
841,6.73578,upi,0,unknown,unknown,unknown,unknown,13,2,0
4472,8.405815,upi,0,unknown,unknown,unknown,unknown,16,6,0
11323,9.33468,pay_later,0,unknown,unknown,unknown,unknown,4,5,0
14171,9.559023,wallet,0,unknown,unknown,unknown,unknown,17,3,0
4261,8.357494,upi,0,unknown,unknown,unknown,unknown,23,1,0
13552,9.514363,wallet,0,unknown,unknown,unknown,unknown,14,4,0
10598,9.268515,pay_later,0,unknown,unknown,unknown,unknown,14,2,0
5609,8.632306,wallet,0,unknown,unknown,unknown,unknown,21,0,0
657,6.489205,emi,0,unknown,unknown,unknown,unknown,12,0,0
6250,8.740497,card,0,visa,debit,indusind,consumer,19,2,0
6607,8.796036,card,0,amex,credit,sbi,business,14,0,0
9065,9.112286,card,0,visa,debit,axis,consumer,16,3,0
5560,8.623533,upi,0,unknown,unknown,unknown,unknown,21,3,0
1477,7.298445,upi,0,unknown,unknown,unknown,unknown,11,1,0
2176,7.685703,card,0,rupay,debit,sbi,consumer,16,6,0
8980,9.102867,upi,0,unknown,unknown,unknown,unknown,11,6,0
5974,8.695339,netbanking,0,unknown,unknown,unknown,unknown,1,1,0
4629,8.440312,card,0,mastercard,debit,yes_bank,consumer,9,4,0
5567,8.624791,upi,0,unknown,unknown,unknown,unknown,13,6,1
40265,10.603263,upi,0,unknown,unknown,unknown,unknown,4,0,1
1848,7.5224,card,0,mastercard,credit,kotak_mahindra,consumer,21,1,0
1028,6.936343,upi,0,unknown,unknown,unknown,unknown,18,0,0
2774,7.928406,card,0,visa,credit,rbl,consumer,21,0,0
2687,7.896553,upi,0,unknown,unknown,unknown,unknown,8,5,0
456,6.124683,card,0,rupay,debit,indusind,consumer,23,6,0
2608,7.866722,wallet,0,unknown,unknown,unknown,unknown,13,2,0
1150,7.048386,upi,0,unknown,unknown,unknown,unknown,7,0,0
3145,8.053887,card,1,rupay,credit,rbl,consumer,10,6,0
3073,8.030735,upi,0,unknown,unknown,unknown,unknown,19,2,0
460,6.133398,upi,0,unknown,unknown,unknown,unknown,6,1,0
2107,7.653495,upi,0,unknown,unknown,unknown,unknown,16,5,0
10540,9.263028,upi,0,unknown,unknown,unknown,unknown,12,0,0
849,6.745236,card,0,visa,credit,axis,consumer,21,0,0
2552,7.845024,wallet,0,unknown,unknown,unknown,unknown,13,3,0
6941,8.845345,upi,0,unknown,unknown,unknown,unknown,17,0,0
1655,7.41216,upi,0,unknown,unknown,unknown,unknown,10,5,0
2985,8.00169,card,0,mastercard,debit,sbi,consumer,12,5,0
3515,8.165079,card,0,mastercard,credit,axis,business,22,3,0
13330,9.497847,wallet,0,unknown,unknown,unknown,unknown,16,0,0
11627,9.361171,wallet,0,unknown,unknown,unknown,unknown,18,4,0
4426,8.395477,netbanking,0,unknown,unknown,unknown,unknown,3,0,0
2146,7.671827,upi,0,unknown,unknown,unknown,unknown,18,6,0
16759,9.72675,wallet,0,unknown,unknown,unknown,unknown,5,5,0
15511,9.649369,upi,1,unknown,unknown,unknown,unknown,19,4,0
9216,9.128805,netbanking,0,unknown,unknown,unknown,unknown,16,6,0
3692,8.214194,upi,0,unknown,unknown,unknown,unknown,13,0,0
1270,7.147559,card,0,visa,prepaid,icici,business,10,4,0
1533,7.335634,card,1,rupay,credit,rbl,consumer,4,2,0
23077,10.046635,upi,0,unknown,unknown,unknown,unknown,16,3,0
1086,6.991177,card,0,visa,debit,hdfc,consumer,12,2,0
1788,7.489412,upi,0,unknown,unknown,unknown,unknown,4,1,0
26978,10.202814,netbanking,0,unknown,unknown,unknown,unknown,23,3,1
22801,10.034604,pay_later,0,unknown,unknown,unknown,unknown,11,3,0
611,6.416732,netbanking,1,unknown,unknown,unknown,unknown,1,0,0
8257,9.018938,card,1,rupay,credit,kotak_mahindra,consumer,6,2,0
7829,8.965718,card,0,rupay,credit,sbi,consumer,2,4,0
1812,7.502738,upi,0,unknown,unknown,unknown,unknown,1,3,0
21267,9.964959,card,0,mastercard,prepaid,kotak_mahindra,business,8,3,1
7200,8.881975,card,0,mastercard,debit,kotak_mahindra,consumer,12,0,0
5781,8.662505,emi,0,unknown,unknown,unknown,unknown,2,3,0
2598,7.862882,card,1,mastercard,credit,hdfc,consumer,3,3,0
6446,8.77137,upi,0,unknown,unknown,unknown,unknown,5,0,0
3414,8.135933,card,0,visa,debit,icici,consumer,22,3,0
495,6.206576,upi,0,unknown,unknown,unknown,unknown,16,3,0
3450,8.146419,upi,0,unknown,unknown,unknown,unknown,11,4,0
6105,8.717027,upi,0,unknown,unknown,unknown,unknown,23,5,0
4910,8.499233,pay_later,0,unknown,unknown,unknown,unknown,8,6,0
986,6.89467,card,1,amex,debit,indusind,consumer,12,0,0
9223,9.129564,pay_later,0,unknown,unknown,unknown,unknown,9,3,0
11251,9.328301,netbanking,0,unknown,unknown,unknown,unknown,2,0,1
8292,9.023167,card,1,visa,credit,indusind,consumer,3,0,0
26640,10.190207,netbanking,0,unknown,unknown,unknown,unknown,16,3,0
15522,9.650078,wallet,0,unknown,unknown,unknown,unknown,3,6,0
5081,8.53346,netbanking,0,unknown,unknown,unknown,unknown,13,4,0
7388,8.907748,upi,0,unknown,unknown,unknown,unknown,13,4,0
995,6.903747,card,0,mastercard,credit,kotak_mahindra,consumer,0,6,0
808,6.695799,netbanking,0,unknown,unknown,unknown,unknown,1,1,0
18818,9.842622,card,1,mastercard,credit,icici,consumer,3,0,0
20523,9.92935,upi,0,unknown,unknown,unknown,unknown,14,5,0
8080,8.997271,upi,0,unknown,unknown,unknown,unknown,14,0,0
13172,9.485925,card,0,mastercard,debit,axis,consumer,6,5,0
1133,7.033506,netbanking,0,unknown,unknown,unknown,unknown,8,1,0
7194,8.881142,emi,0,unknown,unknown,unknown,unknown,17,2,0
1118,7.020191,card,0,visa,credit,indusind,consumer,18,2,0
4862,8.489411,netbanking,0,unknown,unknown,unknown,unknown,16,2,0
524,6.263398,card,0,visa,prepaid,kotak_mahindra,consumer,3,3,0
237,5.472271,card,0,visa,debit,kotak_mahindra,consumer,0,0,0
5561,8.623713,upi,0,unknown,unknown,unknown,unknown,6,4,0
605,6.40688,wallet,1,unknown,unknown,unknown,unknown,19,2,0
1004,6.912743,upi,0,unknown,unknown,unknown,unknown,15,0,0
825,6.716595,emi,0,unknown,unknown,unknown,unknown,2,4,0
1398,7.243513,card,0,rupay,debit,yes_bank,consumer,1,6,0
21119,9.957976,card,0,visa,prepaid,indusind,business,22,6,1
11313,9.333796,netbanking,0,unknown,unknown,unknown,unknown,1,2,0
3729,8.224164,upi,0,unknown,unknown,unknown,unknown,21,1,0
1256,7.136483,card,0,mastercard,prepaid,icici,consumer,4,4,0
7265,8.890961,upi,0,unknown,unknown,unknown,unknown,10,6,0
3673,8.209036,upi,0,unknown,unknown,unknown,unknown,14,5,0
1563,7.355002,upi,0,unknown,unknown,unknown,unknown,6,1,0
11353,9.337325,upi,0,unknown,unknown,unknown,unknown,18,5,0
2004,7.603399,netbanking,0,unknown,unknown,unknown,unknown,14,5,0
1771,7.479864,card,0,mastercard,debit,hdfc,consumer,2,1,0
1951,7.57661,upi,0,unknown,unknown,unknown,unknown,14,6,0
5138,8.544614,netbanking,0,unknown,unknown,unknown,unknown,1,6,0
12059,9.397649,netbanking,0,unknown,unknown,unknown,unknown,10,3,1
686,6.532334,netbanking,0,unknown,unknown,unknown,unknown,3,4,0
13437,9.505842,card,0,mastercard,debit,kotak_mahindra,business,23,5,0
41570,10.635158,upi,0,unknown,unknown,unknown,unknown,18,3,0
5605,8.631593,wallet,0,unknown,unknown,unknown,unknown,9,3,0
2250,7.71913,netbanking,0,unknown,unknown,unknown,unknown,23,5,0
5126,8.542276,netbanking,0,unknown,unknown,unknown,unknown,17,5,0
873,6.77308,card,0,visa,credit,rbl,consumer,8,2,0
1849,7.522941,upi,0,unknown,unknown,unknown,unknown,6,3,0
1942,7.571988,upi,0,unknown,unknown,unknown,unknown,1,0,0
9768,9.186969,upi,0,unknown,unknown,unknown,unknown,14,5,0
1815,7.504392,upi,0,unknown,unknown,unknown,unknown,0,1,0
12282,9.415971,netbanking,0,unknown,unknown,unknown,unknown,17,1,0
1742,7.463363,upi,0,unknown,unknown,unknown,unknown,1,5,0
1893,7.546446,card,0,rupay,debit,sbi,consumer,4,3,0
34176,10.439308,card,0,rupay,credit,sbi,consumer,5,3,0
19557,9.88114,upi,0,unknown,unknown,unknown,unknown,4,6,0
6761,8.819074,card,0,visa,credit,axis,consumer,9,0,0
1867,7.532624,card,0,mastercard,credit,kotak_mahindra,consumer,10,3,0
16767,9.727228,netbanking,0,unknown,unknown,unknown,unknown,21,1,1
5266,8.569216,netbanking,0,unknown,unknown,unknown,unknown,0,2,0
1643,7.404888,upi,0,unknown,unknown,unknown,unknown,6,4,0
21808,9.990078,card,1,rupay,debit,kotak_mahindra,consumer,5,2,1
6291,8.747034,card,0,visa,prepaid,yes_bank,consumer,4,6,1
737,6.603944,card,0,visa,credit,hdfc,consumer,11,0,0
38428,10.556568,upi,0,unknown,unknown,unknown,unknown,9,4,0
1777,7.483244,emi,0,unknown,unknown,unknown,unknown,11,4,0
28075,10.24267,netbanking,0,unknown,unknown,unknown,unknown,11,3,0
2725,7.910591,card,0,visa,debit,hdfc,consumer,18,6,0
9165,9.123256,netbanking,0,unknown,unknown,unknown,unknown,9,4,0
1220,7.107425,upi,0,unknown,unknown,unknown,unknown,21,4,0
23693,10.072977,card,1,visa,credit,kotak_mahindra,consumer,4,5,1
2906,7.974877,card,0,mastercard,debit,axis,consumer,2,1,0
10034,9.213834,pay_later,0,unknown,unknown,unknown,unknown,10,0,0
1487,7.305188,netbanking,0,unknown,unknown,unknown,unknown,22,3,0
3155,8.057061,netbanking,1,unknown,unknown,unknown,unknown,22,3,0
5075,8.532279,netbanking,0,unknown,unknown,unknown,unknown,10,5,0
16313,9.699779,upi,0,unknown,unknown,unknown,unknown,20,6,0
13256,9.492281,card,0,rupay,credit,sbi,consumer,11,2,0
872,6.771936,card,0,rupay,credit,rbl,consumer,14,0,0
604,6.405228,card,0,mastercard,debit,kotak_mahindra,consumer,7,3,0
1128,7.029088,card,1,amex,debit,axis,consumer,12,3,0
1301,7.171657,card,0,mastercard,debit,sbi,consumer,1,4,0
4994,8.516193,upi,0,unknown,unknown,unknown,unknown,20,1,0
6078,8.712595,upi,0,unknown,unknown,unknown,unknown,10,6,0
3853,8.256867,card,0,mastercard,prepaid,indusind,consumer,6,2,0
1333,7.195937,netbanking,0,unknown,unknown,unknown,unknown,7,6,0
451,6.113682,emi,0,unknown,unknown,unknown,unknown,2,1,0
100,4.615121,card,1,mastercard,credit,rbl,consumer,20,6,0
8901,9.094031,netbanking,0,unknown,unknown,unknown,unknown,4,5,0
2400,7.783641,wallet,0,unknown,unknown,unknown,unknown,20,1,0
7140,8.873608,upi,0,unknown,unknown,unknown,unknown,2,6,0
4615,8.437284,pay_later,0,unknown,unknown,unknown,unknown,1,5,0
3146,8.054205,card,0,rupay,debit,indusind,consumer,4,6,0
2354,7.764296,upi,0,unknown,unknown,unknown,unknown,2,5,0
7315,8.897819,card,0,rupay,debit,hdfc,consumer,14,5,0
17067,9.744961,netbanking,0,unknown,unknown,unknown,unknown,21,6,1
4002,8.294799,wallet,0,unknown,unknown,unknown,unknown,21,1,0
9247,9.132163,upi,0,unknown,unknown,unknown,unknown,6,1,0
434,6.075346,upi,0,unknown,unknown,unknown,unknown,18,6,0
113248,11.637344,upi,0,unknown,unknown,unknown,unknown,14,2,1
1492,7.308543,upi,0,unknown,unknown,unknown,unknown,14,4,0
448,6.107023,upi,0,unknown,unknown,unknown,unknown,0,0,0
6086,8.713911,netbanking,0,unknown,unknown,unknown,unknown,14,1,1
1901,7.550661,netbanking,0,unknown,unknown,unknown,unknown,22,3,0
2173,7.684324,netbanking,0,unknown,unknown,unknown,unknown,11,2,0
5843,8.673171,upi,0,unknown,unknown,unknown,unknown,8,5,0
8726,9.074177,wallet,0,unknown,unknown,unknown,unknown,2,4,0
22540,10.023091,emi,0,unknown,unknown,unknown,unknown,14,6,0
39109,10.574133,card,0,rupay,debit,kotak_mahindra,consumer,9,5,1
9917,9.202107,upi,0,unknown,unknown,unknown,unknown,8,2,0
2354,7.764296,upi,0,unknown,unknown,unknown,unknown,18,1,0
3581,8.183677,pay_later,0,unknown,unknown,unknown,unknown,14,5,0
5330,8.581294,wallet,0,unknown,unknown,unknown,unknown,20,5,0
663,6.498282,emi,0,unknown,unknown,unknown,unknown,13,3,0
4728,8.461469,upi,0,unknown,unknown,unknown,unknown,23,5,0
8914,9.095491,upi,0,unknown,unknown,unknown,unknown,7,0,0
1311,7.179308,card,0,mastercard,debit,indusind,business,20,5,0
5453,8.604105,card,0,rupay,prepaid,kotak_mahindra,business,23,3,0
5321,8.579604,emi,0,unknown,unknown,unknown,unknown,3,1,0
7065,8.86305,upi,0,unknown,unknown,unknown,unknown,11,0,0
1493,7.309212,upi,0,unknown,unknown,unknown,unknown,3,3,0
2304,7.742836,pay_later,0,unknown,unknown,unknown,unknown,19,1,0
8387,9.034557,card,0,visa,credit,hdfc,consumer,4,6,0
897,6.80017,card,0,rupay,debit,rbl,consumer,13,6,0
4402,8.390041,upi,0,unknown,unknown,unknown,unknown,17,3,0
328,5.796058,upi,0,unknown,unknown,unknown,unknown,16,1,0
6437,8.769973,upi,0,unknown,unknown,unknown,unknown,2,0,0
3870,8.261268,upi,0,unknown,unknown,unknown,unknown,18,5,0
11252,9.32839,card,0,visa,credit,sbi,business,3,6,0
1018,6.926577,wallet,0,unknown,unknown,unknown,unknown,13,5,0
15365,9.639913,card,0,visa,credit,kotak_mahindra,consumer,13,5,0
5433,8.600431,netbanking,0,unknown,unknown,unknown,unknown,19,6,0
7820,8.964568,pay_later,0,unknown,unknown,unknown,unknown,3,6,0
12544,9.437077,upi,0,unknown,unknown,unknown,unknown,9,5,0
1221,7.108244,netbanking,0,unknown,unknown,unknown,unknown,23,4,0
12559,9.438272,card,0,mastercard,debit,kotak_mahindra,consumer,5,4,0
43961,10.691081,upi,0,unknown,unknown,unknown,unknown,0,3,1
1719,7.45008,card,0,visa,prepaid,icici,consumer,3,4,0
540,6.293419,upi,0,unknown,unknown,unknown,unknown,10,0,0
2426,7.794411,upi,0,unknown,unknown,unknown,unknown,9,1,0
3059,8.02617,upi,0,unknown,unknown,unknown,unknown,0,4,0
7456,8.916908,card,0,visa,debit,yes_bank,consumer,17,1,0
5037,8.524764,upi,0,unknown,unknown,unknown,unknown,12,4,0
2304,7.742836,upi,0,unknown,unknown,unknown,unknown,21,3,0
2372,7.77191,upi,0,unknown,unknown,unknown,unknown,20,0,0
2892,7.970049,upi,0,unknown,unknown,unknown,unknown,5,6,0
5431,8.600063,upi,0,unknown,unknown,unknown,unknown,9,2,0
3634,8.198364,pay_later,0,unknown,unknown,unknown,unknown,19,4,0
3422,8.138273,upi,0,unknown,unknown,unknown,unknown,15,1,0
29503,10.292281,upi,0,unknown,unknown,unknown,unknown,4,3,1
2945,7.988204,upi,0,unknown,unknown,unknown,unknown,16,4,0
7104,8.868554,card,1,visa,debit,indusind,consumer,18,0,0
9769,9.187072,emi,0,unknown,unknown,unknown,unknown,11,2,0
21504,9.976041,upi,0,unknown,unknown,unknown,unknown,22,3,0
15374,9.640498,card,0,visa,debit,sbi,consumer,3,6,0
6310,8.750049,upi,0,unknown,unknown,unknown,unknown,12,2,0
2349,7.762171,netbanking,0,unknown,unknown,unknown,unknown,5,3,0
1000,6.908755,card,0,rupay,credit,sbi,business,5,1,0
9362,9.144521,card,0,visa,credit,icici,consumer,10,4,0
5996,8.699015,card,0,visa,debit,rbl,consumer,18,0,0
9476,9.156623,upi,0,unknown,unknown,unknown,unknown,16,5,0
747,6.617403,card,0,rupay,debit,sbi,consumer,17,0,0
16130,9.688498,card,0,visa,credit,yes_bank,consumer,17,1,0
15171,9.627207,netbanking,0,unknown,unknown,unknown,unknown,1,2,0
1023,6.931472,card,0,visa,debit,axis,consumer,1,1,0
4975,8.512382,netbanking,1,unknown,unknown,unknown,unknown,5,4,0
9600,9.169623,upi,0,unknown,unknown,unknown,unknown,7,2,0
14323,9.569692,wallet,0,unknown,unknown,unknown,unknown,9,5,0
14600,9.588845,upi,0,unknown,unknown,unknown,unknown,7,3,0
8526,9.050993,upi,0,unknown,unknown,unknown,unknown,8,0,0
3308,8.104401,upi,0,unknown,unknown,unknown,unknown,9,1,0
2255,7.721349,card,0,mastercard,debit,kotak_mahindra,consumer,13,0,0
933,6.839476,card,0,rupay,credit,indusind,consumer,13,5,0
2359,7.766417,upi,0,unknown,unknown,unknown,unknown,15,4,0
3921,8.274357,card,0,mastercard,debit,yes_bank,consumer,23,4,0
60368,11.008231,card,1,mastercard,credit,axis,consumer,9,5,0
751,6.622736,card,0,mastercard,debit,hdfc,business,10,5,0
438,6.084499,upi,0,unknown,unknown,unknown,unknown,0,6,0
243,5.497168,upi,0,unknown,unknown,unknown,unknown,9,1,0
6850,8.83215,upi,0,unknown,unknown,unknown,unknown,17,5,0
6228,8.736971,card,0,visa,prepaid,rbl,business,11,0,0
431,6.068426,card,1,visa,debit,hdfc,consumer,11,5,0
12054,9.397235,wallet,0,unknown,unknown,unknown,unknown,9,1,0
5834,8.67163,pay_later,0,unknown,unknown,unknown,unknown,21,2,0
13117,9.481741,upi,0,unknown,unknown,unknown,unknown,3,3,0
1704,7.44132,card,0,visa,debit,rbl,consumer,11,2,0
351,5.863631,pay_later,0,unknown,unknown,unknown,unknown,9,6,0
2257,7.722235,wallet,0,unknown,unknown,unknown,unknown,13,1,0
4938,8.504918,wallet,0,unknown,unknown,unknown,unknown,10,5,0
2745,7.917901,card,1,visa,prepaid,indusind,consumer,12,3,0
1496,7.311218,netbanking,0,unknown,unknown,unknown,unknown,0,6,0
4304,8.367532,upi,0,unknown,unknown,unknown,unknown,17,2,0
1139,7.038784,card,0,rupay,debit,indusind,consumer,13,5,0
1772,7.480428,pay_later,0,unknown,unknown,unknown,unknown,21,6,0
887,6.788972,emi,0,unknown,unknown,unknown,unknown,0,3,0
4807,8.478036,upi,0,unknown,unknown,unknown,unknown,6,1,0
11012,9.306832,emi,0,unknown,unknown,unknown,unknown,1,6,0
2322,7.750615,card,1,mastercard,debit,yes_bank,consumer,9,6,0
2322,7.750615,card,0,rupay,credit,kotak_mahindra,consumer,18,6,0
1462,7.288244,card,0,rupay,credit,rbl,consumer,20,0,0
12943,9.468388,netbanking,1,unknown,unknown,unknown,unknown,6,5,1
14899,9.609116,card,0,mastercard,debit,sbi,consumer,17,4,0
1032,6.940222,card,0,mastercard,debit,rbl,consumer,1,5,0
1497,7.311886,card,0,mastercard,prepaid,kotak_mahindra,consumer,2,6,0
9863,9.196647,upi,0,unknown,unknown,unknown,unknown,4,4,0
1099,7.003065,wallet,0,unknown,unknown,unknown,unknown,23,4,0
2669,7.889834,wallet,0,unknown,unknown,unknown,unknown,15,2,0
10743,9.282103,card,0,rupay,credit,hdfc,consumer,5,6,0
1961,7.58172,card,0,visa,debit,rbl,consumer,0,4,0
3972,8.287277,upi,0,unknown,unknown,unknown,unknown,11,4,0
11591,9.35807,upi,0,unknown,unknown,unknown,unknown,16,6,0
7870,8.97094,wallet,0,unknown,unknown,unknown,unknown,10,2,0
576,6.357842,upi,0,unknown,unknown,unknown,unknown,19,0,0
20360,9.921377,wallet,0,unknown,unknown,unknown,unknown,15,5,0
6475,8.775858,card,0,mastercard,credit,kotak_mahindra,consumer,3,2,0
1543,7.342132,upi,0,unknown,unknown,unknown,unknown,4,6,0
1693,7.434848,netbanking,0,unknown,unknown,unknown,unknown,15,4,1
43205,10.673735,upi,0,unknown,unknown,unknown,unknown,6,3,0
11013,9.306922,upi,0,unknown,unknown,unknown,unknown,2,0,0
10416,9.251194,card,0,rupay,credit,sbi,consumer,18,2,0
4329,8.373323,card,1,visa,debit,hdfc,consumer,17,1,0
24475,10.105448,upi,0,unknown,unknown,unknown,unknown,7,0,0
4321,8.371474,card,0,mastercard,debit,kotak_mahindra,consumer,0,6,0
541,6.295266,emi,0,unknown,unknown,unknown,unknown,19,3,0
2885,7.967627,card,0,amex,credit,kotak_mahindra,consumer,5,3,0
5171,8.551015,wallet,0,unknown,unknown,unknown,unknown,8,4,0
1240,7.123673,upi,0,unknown,unknown,unknown,unknown,16,2,0
1674,7.423568,upi,0,unknown,unknown,unknown,unknown,17,6,0
3006,8.008698,card,0,rupay,credit,indusind,consumer,16,2,0
